"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4","DNA REPLICATION%PANTHER PATHWAY%P00017",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"48","PMC7310461__F3",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"83","REGULATION OF GROWTH%GOBP%GO:0040008",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"86","POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"166","POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"204","REGULATION OF CELL GROWTH%GOBP%GO:0001558",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"210","EUCHROMATIN%GOCC%GO:0000791",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"216","CHROMATIN%GOCC%GO:0000785",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"226","PROTEIN-DNA COMPLEX%GOCC%GO:0032993",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"231","NUCLEUS%GOCC%GO:0005634",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"233","INTRACELLULAR NON-MEMBRANE-BOUNDED ORGANELLE%GOCC%GO:0043232",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"242","PROTEIN-CONTAINING COMPLEX%GOCC%GO:0032991",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"243","NON-MEMBRANE-BOUNDED ORGANELLE%GOCC%GO:0043228",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"244","NUCLEOPLASM%GOCC%GO:0005654",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"249","CHROMOSOME%GOCC%GO:0005694",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"256","NUCLEAR LUMEN%GOCC%GO:0031981",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"260","PROTEIN-CONTAINING COMPLEX BINDING%GOMF%GO:0044877",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"269","CHROMATIN DNA BINDING%GOMF%GO:0031490",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"270","NUCLEOSOME BINDING%GOMF%GO:0031491",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"271","NUCLEIC ACID BINDING%GOMF%GO:0003676",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"272","DNA BINDING%GOMF%GO:0003677",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"273","ORGANIC CYCLIC COMPOUND BINDING%GOMF%GO:0097159",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"278","CHROMATIN BINDING%GOMF%GO:0003682",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"281","NUCLEOSOMAL DNA BINDING%GOMF%GO:0031492",-0.16442953025,0.1476510065,-0.488845938396791,0.625025733710441,0.74014665166418,-4.62776465847487
"12","WARBURG EFFECT%SMPDB%SMP0086930",-0.162219297,0.06395295375,-0.482274956009811,0.629684443813774,0.74014665166418,-4.6280237629866
"1","VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"2","BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"3","VALIDATED NUCLEAR ESTROGEN RECEPTOR BETA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR BETA NETWORK",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"8","COMPLEMENT PATHWAY%PATHWHIZ%PW064819",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"9","ALTERNATIVE COMPLEMENT PATHWAY%SMPDB%SMP0063815",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"10","LECTIN-INDUCED COMPLEMENT PATHWAY%SMPDB%SMP0063898",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"11","CLASSICAL COMPLEMENT PATHWAY%PATHWHIZ%PW065057",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"49","LEISHMANIA INFECTION%REACTOME%R-HSA-9658195.3",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"50","NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"51","POST-TRANSLATIONAL PROTEIN MODIFICATION%REACTOME DATABASE ID RELEASE 78%597592",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"52","REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 78%977606",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"53","PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION%REACTOME DATABASE ID RELEASE 78%9660826",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"54","SIGNALING BY GPCR%REACTOME%R-HSA-372790.7",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"55","IMMUNE SYSTEM%REACTOME%R-HSA-168256.9",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"56","IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME DATABASE ID RELEASE 78%198933",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"57","CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME%R-HSA-9664424.3",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"58","ADAPTIVE IMMUNE SYSTEM%REACTOME%R-HSA-1280218.7",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"59","COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 78%166658",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"60","PARASITIC INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 78%9824443",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"61","GPCR LIGAND BINDING%REACTOME%R-HSA-500792.5",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"62","REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 78%381426",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"63","POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 78%8957275",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"64","PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.8",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"65","GPCR DOWNSTREAM SIGNALLING%REACTOME%R-HSA-388396.8",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"66","SIGNALING PATHWAYS%REACTOME%R-HSA-162582.13",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"67","INNATE IMMUNE SYSTEM%REACTOME%R-HSA-168249.10",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"68","INITIAL TRIGGERING OF COMPLEMENT%REACTOME DATABASE ID RELEASE 78%166663",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"69","DISEASE%REACTOME%R-HSA-1643685.19",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"70","CLASS A 1 (RHODOPSIN-LIKE RECEPTORS)%REACTOME DATABASE ID RELEASE 78%373076",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"71","INFECTIOUS DISEASE%REACTOME DATABASE ID RELEASE 78%5663205",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"72","ACTIVATION OF C3 AND C5%REACTOME%R-HSA-174577.5",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"73","G ALPHA (I) SIGNALLING EVENTS%REACTOME%R-HSA-418594.9",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"74","METABOLISM OF PROTEINS%REACTOME DATABASE ID RELEASE 78%392499",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"75","POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"76","REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0031326",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"77","POSITIVE REGULATION OF LIPID STORAGE%GOBP%GO:0010884",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"78","SYNAPSE ORGANIZATION%GOBP%GO:0050808",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"79","REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010574",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"80","LYMPHOCYTE ACTIVATION%GOBP%GO:0046649",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"81","POSITIVE REGULATION OF METABOLIC PROCESS%GOBP%GO:0009893",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"84","REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019220",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"85","REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051239",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"87","REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0051174",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"88","REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"90","CELL DIFFERENTIATION%GOBP%GO:0030154",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"91","POSITIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOBP%GO:0010604",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"92","REGULATION OF MEMBRANE INVAGINATION%GOBP%GO:1905153",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"93","POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048260",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"94","DEVELOPMENTAL MATURATION%GOBP%GO:0021700",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"95","HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"96","REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"97","REGULATION OF PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0060099",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"99","POSITIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0031328",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"101","REGULATION OF CELL COMMUNICATION%GOBP%GO:0010646",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"102","REGULATION OF LOCALIZATION%GOBP%GO:0032879",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"103","POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034764",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"104","POSITIVE REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048584",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"105","REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001932",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"106","NEURON DEVELOPMENT%GOBP%GO:0048666",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"107","DEVELOPMENTAL PROCESS%GOBP%GO:0032502",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"108","REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"109","REGULATION OF ENDOCYTOSIS%GOBP%GO:0030100",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"110","POSITIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045937",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"111","REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"112","REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"113","REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051246",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"115","SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"116","CELL JUNCTION DISASSEMBLY%GOBP%GO:0150146",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"117","CELL COMMUNICATION%GOBP%GO:0007154",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"118","REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"119","REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"120","REGULATION OF METABOLIC PROCESS%GOBP%GO:0019222",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"121","NEURON MATURATION%GOBP%GO:0042551",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"122","NEURON DIFFERENTIATION%GOBP%GO:0030182",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"123","REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOBP%GO:0060255",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"124","REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"125","MULTICELLULAR ORGANISM DEVELOPMENT%GOBP%GO:0007275",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"126","REGULATION OF PRIMARY METABOLIC PROCESS%GOBP%GO:0080090",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"127","IMMUNE SYSTEM PROCESS%GOBP%GO:0002376",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"128","POSITIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010575",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"129","POSITIVE REGULATION OF BIOSYNTHETIC PROCESS%GOBP%GO:0009891",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"130","POSITIVE REGULATION OF TRANSPORT%GOBP%GO:0051050",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"131","ANATOMICAL STRUCTURE DEVELOPMENT%GOBP%GO:0048856",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"132","REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:0009966",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"133","CELL DEVELOPMENT%GOBP%GO:0048468",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"134","CELLULAR COMPONENT DISASSEMBLY%GOBP%GO:0022411",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"135","POSITIVE REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051247",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"136","REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0010556",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"137","NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007399",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"138","POSITIVE REGULATION OF SIGNALING%GOBP%GO:0023056",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"139","POSITIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001934",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"140","POSITIVE REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:0009967",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"141","POSITIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION%GOBP%GO:0051130",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"144","REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034762",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"145","REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031399",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"146","CELLULAR COMPONENT ORGANIZATION OR BIOGENESIS%GOBP%GO:0071840",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"147","POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051240",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"148","SIGNAL TRANSDUCTION%GOBP%GO:0007165",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"149","REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008277",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"150","POSITIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010628",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"151","POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010562",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"152","POSITIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050778",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"153","POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"154","POSITIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031401",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"155","AMYLOID-BETA CLEARANCE%GOBP%GO:0097242",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"156","POSITIVE REGULATION OF PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0060100",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"157","SIGNALING%GOBP%GO:0023052",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"158","CELLULAR COMPONENT ORGANIZATION%GOBP%GO:0016043",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"159","POSITIVE REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0045745",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"160","REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048583",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"161","REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001817",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"162","POSITIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042327",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
"163","REGULATION OF LIPID STORAGE%GOBP%GO:0010883",0.1577181205,-0.1124161075,0.468893041905413,0.639217562800883,0.74014665166418,-4.62854059194756
